user_id,gym_id,checkin_time,checkout_time,workout_type,calories_burned,duration_minutes,session_date,session_month,session_weekday,session_hour,valid_duration,calories_per_minute,age,age_group,gender,user_location,subscription_plan,sign_up_date,location,gym_type,facilities,price_per_month
user_1259,gym_6,2023-03-31 06:11:00,2023-03-31 09:05:00,Yoga,1218,174.0,2023-03-31,2023-03,Friday,6,True,7.0,40,35-44,Female,Denver,Basic,2023-06-30,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",19.99
user_3856,gym_9,2023-08-22 14:43:00,2023-08-22 16:32:00,Swimming,885,109.0,2023-08-22,2023-08,Tuesday,14,True,8.119266055045872,28,25-34,Female,Atlanta,Pro,2021-03-19,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",49.99
user_1298,gym_2,2023-09-24 18:01:00,2023-09-24 19:00:00,Pilates,394,59.0,2023-09-24,2023-09,Sunday,18,True,6.677966101694915,37,35-44,Female,Denver,Student,2021-12-24,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_1979,gym_8,2023-05-20 10:57:00,2023-05-20 12:12:00,Yoga,1567,75.0,2023-05-20,2023-05,Saturday,10,True,20.893333333333334,25,25-34,Male,Orlando,Basic,2023-08-25,San Diego,Standard,"Basketball Court, Sauna, CrossFit",19.99
user_4130,gym_5,2023-04-16 15:11:00,2023-04-16 17:34:00,Swimming,400,143.0,2023-04-16,2023-04,Sunday,15,True,2.797202797202797,34,25-34,Female,Atlanta,Pro,2022-07-23,Phoenix,Standard,"Basketball Court, CrossFit, Swimming Pool",49.99
user_1733,gym_2,2023-01-26 15:32:00,2023-01-26 16:32:00,Cardio,1379,60.0,2023-01-26,2023-01,Thursday,15,True,22.983333333333334,29,25-34,Male,Boston,Pro,2021-10-31,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",49.99
user_2943,gym_6,2023-10-04 13:46:00,2023-10-04 14:16:00,Cardio,1169,30.0,2023-10-04,2023-10,Wednesday,13,True,38.96666666666667,26,25-34,Non-binary,Orlando,Pro,2023-02-01,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",49.99
user_2510,gym_7,2023-08-11 13:38:00,2023-08-11 16:06:00,Cardio,428,148.0,2023-08-11,2023-08,Friday,13,True,2.891891891891892,46,45-54,Male,Austin,Pro,2023-09-01,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",49.99
user_449,gym_9,2023-08-16 08:54:00,2023-08-16 10:28:00,Cardio,1515,94.0,2023-08-16,2023-08,Wednesday,8,True,16.117021276595743,22,18-24,Female,Atlanta,Student,2023-03-04,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",9.99
user_1238,gym_8,2023-08-23 18:50:00,2023-08-23 21:04:00,Swimming,668,134.0,2023-08-23,2023-08,Wednesday,18,True,4.985074626865671,18,18-24,Female,Denver,Basic,2021-05-18,San Diego,Standard,"Basketball Court, Sauna, CrossFit",19.99
user_4501,gym_1,2023-02-25 09:05:00,2023-02-25 11:32:00,Swimming,774,147.0,2023-02-25,2023-02,Saturday,9,True,5.26530612244898,23,18-24,Female,Boston,Pro,2022-12-29,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",49.99
user_333,gym_1,2023-03-22 09:14:00,2023-03-22 10:31:00,Weightlifting,306,77.0,2023-03-22,2023-03,Wednesday,9,True,3.9740259740259742,34,25-34,Female,Seattle,Basic,2021-07-12,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",19.99
user_4324,gym_3,2023-03-29 12:25:00,2023-03-29 14:46:00,Pilates,1017,141.0,2023-03-29,2023-03,Wednesday,12,True,7.212765957446808,19,18-24,Male,Miami,Pro,2023-04-20,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",49.99
user_166,gym_2,2023-05-19 18:28:00,2023-05-19 19:31:00,Swimming,1633,63.0,2023-05-19,2023-05,Friday,18,True,25.92063492063492,59,55-64,Female,Denver,Basic,2021-06-19,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",19.99
user_4681,gym_7,2023-04-13 08:34:00,2023-04-13 09:08:00,Pilates,1704,34.0,2023-04-13,2023-04,Thursday,8,True,50.11764705882353,39,35-44,Female,Denver,Basic,2022-03-02,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",19.99
user_4833,gym_6,2023-09-24 11:29:00,2023-09-24 12:37:00,CrossFit,1906,68.0,2023-09-24,2023-09,Sunday,11,True,28.029411764705884,48,45-54,Female,Boston,Pro,2022-12-16,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",49.99
user_4694,gym_2,2023-09-22 20:32:00,2023-09-22 22:36:00,CrossFit,1216,124.0,2023-09-22,2023-09,Friday,20,True,9.806451612903226,46,45-54,Female,Seattle,Pro,2022-05-21,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",49.99
user_4689,gym_2,2023-01-15 19:34:00,2023-01-15 20:40:00,Swimming,690,66.0,2023-01-15,2023-01,Sunday,19,True,10.454545454545455,33,25-34,Male,Atlanta,Basic,2022-04-04,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",19.99
user_4028,gym_7,2023-04-20 09:32:00,2023-04-20 11:27:00,Swimming,1158,115.0,2023-04-20,2023-04,Thursday,9,True,10.069565217391304,42,35-44,Male,Miami,Basic,2021-03-28,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",19.99
user_2775,gym_9,2023-02-22 13:46:00,2023-02-22 15:08:00,CrossFit,615,82.0,2023-02-22,2023-02,Wednesday,13,True,7.5,57,55-64,Male,Atlanta,Pro,2023-04-22,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",49.99
user_1700,gym_3,2023-09-27 19:11:00,2023-09-27 20:43:00,Yoga,756,92.0,2023-09-27,2023-09,Wednesday,19,True,8.217391304347826,47,45-54,Female,Las Vegas,Basic,2021-12-23,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",19.99
user_1414,gym_4,2023-04-02 18:58:00,2023-04-02 20:28:00,Weightlifting,559,90.0,2023-04-02,2023-04,Sunday,18,True,6.211111111111111,18,18-24,Male,San Francisco,Pro,2021-01-27,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_1447,gym_8,2023-01-31 08:51:00,2023-01-31 10:41:00,Cardio,1338,110.0,2023-01-31,2023-01,Tuesday,8,True,12.163636363636364,23,18-24,Female,Seattle,Basic,2023-04-23,San Diego,Standard,"Basketball Court, Sauna, CrossFit",19.99
user_3483,gym_2,2023-04-01 20:21:00,2023-04-01 23:20:00,Cardio,1507,179.0,2023-04-01,2023-04,Saturday,20,True,8.418994413407821,51,45-54,Male,Miami,Basic,2022-08-10,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",19.99
user_4745,gym_8,2023-10-09 06:07:00,2023-10-09 07:46:00,CrossFit,1428,99.0,2023-10-09,2023-10,Monday,6,True,14.424242424242424,57,55-64,Female,Orlando,Pro,2022-05-21,San Diego,Standard,"Basketball Court, Sauna, CrossFit",49.99
user_1688,gym_1,2023-04-10 08:40:00,2023-04-10 11:33:00,Cardio,790,173.0,2023-04-10,2023-04,Monday,8,True,4.566473988439307,63,55-64,Female,Denver,Pro,2021-05-12,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",49.99
user_447,gym_2,2023-09-24 12:10:00,2023-09-24 12:42:00,Yoga,1073,32.0,2023-09-24,2023-09,Sunday,12,True,33.53125,33,25-34,Male,Miami,Student,2021-08-14,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_3475,gym_1,2023-01-05 12:36:00,2023-01-05 14:31:00,Pilates,596,115.0,2023-01-05,2023-01,Thursday,12,True,5.182608695652174,35,35-44,Male,Miami,Student,2021-04-04,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",9.99
user_97,gym_10,2023-03-31 10:30:00,2023-03-31 13:10:00,Cardio,915,160.0,2023-03-31,2023-03,Friday,10,True,5.71875,26,25-34,Non-binary,Boston,Pro,2023-10-10,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",49.99
user_2427,gym_4,2023-01-26 14:40:00,2023-01-26 16:40:00,Pilates,1676,120.0,2023-01-26,2023-01,Thursday,14,True,13.966666666666667,18,18-24,Male,Las Vegas,Pro,2022-01-10,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_2718,gym_2,2023-08-20 06:22:00,2023-08-20 07:59:00,Cardio,183,97.0,2023-08-20,2023-08,Sunday,6,True,1.8865979381443299,38,35-44,Female,Denver,Student,2023-04-14,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_3258,gym_4,2023-05-27 07:14:00,2023-05-27 07:49:00,Weightlifting,1185,35.0,2023-05-27,2023-05,Saturday,7,True,33.857142857142854,31,25-34,Male,Boston,Pro,2022-10-15,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_4727,gym_4,2023-07-20 10:01:00,2023-07-20 12:02:00,CrossFit,953,121.0,2023-07-20,2023-07,Thursday,10,True,7.87603305785124,45,45-54,Female,San Francisco,Pro,2021-08-28,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_503,gym_1,2023-09-27 10:10:00,2023-09-27 12:18:00,Pilates,615,128.0,2023-09-27,2023-09,Wednesday,10,True,4.8046875,54,45-54,Female,Orlando,Pro,2022-07-09,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",49.99
user_4384,gym_1,2023-03-01 16:11:00,2023-03-01 17:02:00,Cardio,834,51.0,2023-03-01,2023-03,Wednesday,16,True,16.352941176470587,33,25-34,Male,Denver,Basic,2021-11-08,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",19.99
user_4465,gym_1,2023-03-20 08:10:00,2023-03-20 10:40:00,Pilates,734,150.0,2023-03-20,2023-03,Monday,8,True,4.8933333333333335,42,35-44,Female,San Francisco,Student,2022-08-08,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",9.99
user_65,gym_7,2023-01-27 09:52:00,2023-01-27 11:14:00,Cardio,199,82.0,2023-01-27,2023-01,Friday,9,True,2.426829268292683,59,55-64,Female,Austin,Basic,2022-05-12,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",19.99
user_4258,gym_1,2023-02-07 07:50:00,2023-02-07 08:27:00,CrossFit,334,37.0,2023-02-07,2023-02,Tuesday,7,True,9.027027027027026,40,35-44,Male,San Francisco,Basic,2022-12-04,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",19.99
user_662,gym_6,2023-02-18 16:10:00,2023-02-18 18:03:00,Weightlifting,563,113.0,2023-02-18,2023-02,Saturday,16,True,4.982300884955753,33,25-34,Male,San Francisco,Basic,2021-12-14,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",19.99
user_3490,gym_5,2023-04-22 06:22:00,2023-04-22 08:05:00,Yoga,1006,103.0,2023-04-22,2023-04,Saturday,6,True,9.766990291262136,58,55-64,Male,Orlando,Basic,2021-02-08,Phoenix,Standard,"Basketball Court, CrossFit, Swimming Pool",19.99
user_481,gym_5,2023-01-08 14:26:00,2023-01-08 14:58:00,CrossFit,958,32.0,2023-01-08,2023-01,Sunday,14,True,29.9375,48,45-54,Male,Las Vegas,Student,2021-01-26,Phoenix,Standard,"Basketball Court, CrossFit, Swimming Pool",9.99
user_4663,gym_6,2023-01-08 20:24:00,2023-01-08 22:26:00,Pilates,912,122.0,2023-01-08,2023-01,Sunday,20,True,7.475409836065574,62,55-64,Female,Orlando,Basic,2023-01-31,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",19.99
user_3262,gym_3,2023-10-15 07:42:00,2023-10-15 09:16:00,Pilates,1257,94.0,2023-10-15,2023-10,Sunday,7,True,13.372340425531915,21,18-24,Male,Detroit,Student,2021-09-26,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",9.99
user_406,gym_6,2023-03-23 08:09:00,2023-03-23 08:51:00,Weightlifting,386,42.0,2023-03-23,2023-03,Thursday,8,True,9.19047619047619,23,18-24,Male,Boston,Student,2021-05-08,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",9.99
user_4861,gym_2,2023-05-11 15:38:00,2023-05-11 18:35:00,Pilates,582,177.0,2023-05-11,2023-05,Thursday,15,True,3.288135593220339,26,25-34,Non-binary,Austin,Student,2021-03-21,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_3561,gym_4,2023-03-19 15:49:00,2023-03-19 16:27:00,Cardio,1345,38.0,2023-03-19,2023-03,Sunday,15,True,35.39473684210526,62,55-64,Non-binary,Detroit,Student,2021-05-05,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",9.99
user_3384,gym_3,2023-08-20 09:50:00,2023-08-20 10:35:00,Cardio,1183,45.0,2023-08-20,2023-08,Sunday,9,True,26.288888888888888,63,55-64,Female,San Francisco,Student,2021-08-18,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",9.99
user_3668,gym_5,2023-04-25 14:13:00,2023-04-25 16:48:00,Yoga,1657,155.0,2023-04-25,2023-04,Tuesday,14,True,10.69032258064516,30,25-34,Male,Orlando,Pro,2021-08-08,Phoenix,Standard,"Basketball Court, CrossFit, Swimming Pool",49.99
user_4962,gym_3,2023-08-14 16:29:00,2023-08-14 18:00:00,Cardio,503,91.0,2023-08-14,2023-08,Monday,16,True,5.527472527472527,44,35-44,Male,Atlanta,Pro,2022-06-12,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",49.99
user_1118,gym_7,2023-01-23 10:17:00,2023-01-23 12:34:00,Yoga,2042,137.0,2023-01-23,2023-01,Monday,10,True,14.905109489051094,60,55-64,Female,Detroit,Student,2023-06-16,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",9.99
user_2438,gym_2,2023-06-06 11:26:00,2023-06-06 14:01:00,Swimming,1456,155.0,2023-06-06,2023-06,Tuesday,11,True,9.393548387096773,32,25-34,Male,Denver,Student,2022-01-27,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_3483,gym_1,2023-01-12 18:50:00,2023-01-12 21:41:00,Cardio,233,171.0,2023-01-12,2023-01,Thursday,18,True,1.3625730994152048,51,45-54,Male,Miami,Basic,2022-08-10,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",19.99
user_3710,gym_4,2023-08-07 13:14:00,2023-08-07 14:14:00,Pilates,837,60.0,2023-08-07,2023-08,Monday,13,True,13.95,22,18-24,Male,Austin,Student,2022-10-08,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",9.99
user_3441,gym_10,2023-10-15 08:21:00,2023-10-15 09:11:00,CrossFit,631,50.0,2023-10-15,2023-10,Sunday,8,True,12.62,26,25-34,Female,Denver,Student,2023-06-05,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",9.99
user_742,gym_10,2023-01-18 07:04:00,2023-01-18 08:24:00,Cardio,321,80.0,2023-01-18,2023-01,Wednesday,7,True,4.0125,22,18-24,Non-binary,Miami,Pro,2021-12-30,San Jose,Premium,"Swimming Pool, Sauna, CrossFit",49.99
user_3240,gym_3,2023-09-09 14:30:00,2023-09-09 17:11:00,CrossFit,1327,161.0,2023-09-09,2023-09,Saturday,14,True,8.24223602484472,24,18-24,Male,Austin,Pro,2022-09-13,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",49.99
user_2922,gym_7,2023-08-24 11:28:00,2023-08-24 13:34:00,Pilates,1002,126.0,2023-08-24,2023-08,Thursday,11,True,7.9523809523809526,38,35-44,Female,Orlando,Student,2021-03-18,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",9.99
user_1832,gym_3,2023-09-04 14:46:00,2023-09-04 17:33:00,Weightlifting,325,167.0,2023-09-04,2023-09,Monday,14,True,1.9461077844311376,47,45-54,Female,Orlando,Basic,2021-02-26,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",19.99
user_4139,gym_4,2023-01-26 09:03:00,2023-01-26 11:23:00,Swimming,218,140.0,2023-01-26,2023-01,Thursday,9,True,1.5571428571428572,27,25-34,Female,Miami,Basic,2023-10-03,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",19.99
user_911,gym_6,2023-09-09 06:51:00,2023-09-09 09:00:00,Swimming,1705,129.0,2023-09-09,2023-09,Saturday,6,True,13.217054263565892,42,35-44,Male,Las Vegas,Pro,2022-01-25,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",49.99
user_4013,gym_6,2023-06-20 14:26:00,2023-06-20 16:41:00,CrossFit,1708,135.0,2023-06-20,2023-06,Tuesday,14,True,12.651851851851852,22,18-24,Male,Austin,Basic,2021-11-08,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",19.99
user_4703,gym_6,2023-08-03 11:23:00,2023-08-03 13:57:00,Yoga,907,154.0,2023-08-03,2023-08,Thursday,11,True,5.8896103896103895,62,55-64,Non-binary,Orlando,Student,2023-04-11,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",9.99
user_1419,gym_8,2023-07-29 08:16:00,2023-07-29 09:06:00,Pilates,525,50.0,2023-07-29,2023-07,Saturday,8,True,10.5,42,35-44,Female,San Francisco,Student,2023-02-01,San Diego,Standard,"Basketball Court, Sauna, CrossFit",9.99
user_4815,gym_1,2023-09-28 10:44:00,2023-09-28 11:24:00,Swimming,272,40.0,2023-09-28,2023-09,Thursday,10,True,6.8,45,45-54,Male,Miami,Student,2023-02-14,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",9.99
user_4310,gym_5,2023-04-11 18:39:00,2023-04-11 19:31:00,Yoga,682,52.0,2023-04-11,2023-04,Tuesday,18,True,13.115384615384615,39,35-44,Male,Denver,Student,2022-11-29,Phoenix,Standard,"Basketball Court, CrossFit, Swimming Pool",9.99
user_4039,gym_8,2023-08-05 09:57:00,2023-08-05 11:39:00,Weightlifting,1006,102.0,2023-08-05,2023-08,Saturday,9,True,9.862745098039216,45,45-54,Female,Las Vegas,Student,2023-04-02,San Diego,Standard,"Basketball Court, Sauna, CrossFit",9.99
user_3640,gym_7,2023-01-27 20:07:00,2023-01-27 21:34:00,Weightlifting,1003,87.0,2023-01-27,2023-01,Friday,20,True,11.528735632183908,41,35-44,Male,Las Vegas,Pro,2021-11-08,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",49.99
user_3446,gym_4,2023-07-11 17:47:00,2023-07-11 19:03:00,Yoga,939,76.0,2023-07-11,2023-07,Tuesday,17,True,12.355263157894736,23,18-24,Male,Austin,Pro,2023-01-31,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_132,gym_7,2023-03-10 09:11:00,2023-03-10 11:23:00,Yoga,337,132.0,2023-03-10,2023-03,Friday,9,True,2.553030303030303,64,55-64,Female,San Francisco,Basic,2021-03-09,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",19.99
user_2057,gym_8,2023-04-29 14:42:00,2023-04-29 16:37:00,Swimming,830,115.0,2023-04-29,2023-04,Saturday,14,True,7.217391304347826,52,45-54,Male,Seattle,Student,2023-01-16,San Diego,Standard,"Basketball Court, Sauna, CrossFit",9.99
user_153,gym_1,2023-05-10 07:10:00,2023-05-10 07:56:00,Pilates,921,46.0,2023-05-10,2023-05,Wednesday,7,True,20.02173913043478,40,35-44,Male,Atlanta,Pro,2023-02-24,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",49.99
user_2479,gym_5,2023-04-07 11:55:00,2023-04-07 14:32:00,Pilates,668,157.0,2023-04-07,2023-04,Friday,11,True,4.254777070063694,18,18-24,Male,San Francisco,Student,2022-08-18,Phoenix,Standard,"Basketball Court, CrossFit, Swimming Pool",9.99
user_483,gym_9,2023-05-18 18:27:00,2023-05-18 20:06:00,Pilates,1031,99.0,2023-05-18,2023-05,Thursday,18,True,10.414141414141413,36,35-44,Male,Boston,Pro,2021-06-24,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",49.99
user_305,gym_3,2023-02-02 18:00:00,2023-02-02 20:29:00,CrossFit,964,149.0,2023-02-02,2023-02,Thursday,18,True,6.469798657718121,37,35-44,Male,San Francisco,Student,2022-09-04,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",9.99
user_2520,gym_1,2023-03-18 16:48:00,2023-03-18 19:33:00,Swimming,763,165.0,2023-03-18,2023-03,Saturday,16,True,4.624242424242424,42,35-44,Female,Detroit,Basic,2022-02-01,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",19.99
user_993,gym_1,2023-09-16 17:05:00,2023-09-16 19:51:00,Pilates,717,166.0,2023-09-16,2023-09,Saturday,17,True,4.319277108433735,50,45-54,Female,Detroit,Basic,2023-09-12,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",19.99
user_2238,gym_2,2023-01-04 19:07:00,2023-01-04 20:43:00,Weightlifting,567,96.0,2023-01-04,2023-01,Wednesday,19,True,5.90625,42,35-44,Female,Las Vegas,Basic,2023-08-21,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",19.99
user_2560,gym_8,2023-01-21 13:34:00,2023-01-21 14:42:00,Pilates,1008,68.0,2023-01-21,2023-01,Saturday,13,True,14.823529411764707,19,18-24,Female,Seattle,Basic,2022-10-02,San Diego,Standard,"Basketball Court, Sauna, CrossFit",19.99
user_4439,gym_4,2023-09-01 19:23:00,2023-09-01 21:07:00,CrossFit,1357,104.0,2023-09-01,2023-09,Friday,19,True,13.048076923076923,46,45-54,Male,Orlando,Pro,2021-01-24,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_715,gym_2,2023-05-20 16:31:00,2023-05-20 19:06:00,Yoga,397,155.0,2023-05-20,2023-05,Saturday,16,True,2.5612903225806454,42,35-44,Non-binary,Denver,Pro,2023-01-09,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",49.99
user_1710,gym_2,2023-02-05 07:34:00,2023-02-05 09:28:00,Swimming,1269,114.0,2023-02-05,2023-02,Sunday,7,True,11.131578947368421,46,45-54,Non-binary,Seattle,Student,2021-01-04,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_1058,gym_4,2023-05-11 08:33:00,2023-05-11 10:49:00,CrossFit,605,136.0,2023-05-11,2023-05,Thursday,8,True,4.448529411764706,32,25-34,Male,Denver,Pro,2023-02-03,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_471,gym_1,2023-04-24 13:40:00,2023-04-24 16:35:00,Cardio,348,175.0,2023-04-24,2023-04,Monday,13,True,1.9885714285714287,56,55-64,Male,Orlando,Pro,2023-08-21,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",49.99
user_3466,gym_5,2023-08-11 19:13:00,2023-08-11 21:52:00,Swimming,1055,159.0,2023-08-11,2023-08,Friday,19,True,6.635220125786163,38,35-44,Female,Atlanta,Pro,2021-08-02,Phoenix,Standard,"Basketball Court, CrossFit, Swimming Pool",49.99
user_741,gym_5,2023-09-21 15:27:00,2023-09-21 16:34:00,Pilates,957,67.0,2023-09-21,2023-09,Thursday,15,True,14.283582089552239,34,25-34,Male,Atlanta,Student,2023-02-13,Phoenix,Standard,"Basketball Court, CrossFit, Swimming Pool",9.99
user_3567,gym_1,2023-07-16 06:46:00,2023-07-16 09:08:00,Weightlifting,1301,142.0,2023-07-16,2023-07,Sunday,6,True,9.161971830985916,58,55-64,Female,Miami,Basic,2022-08-14,New York,Premium,"Climbing Wall, Swimming Pool, Basketball Court",19.99
user_513,gym_3,2023-06-07 10:44:00,2023-06-07 11:42:00,Pilates,618,58.0,2023-06-07,2023-06,Wednesday,10,True,10.655172413793103,30,25-34,Male,Boston,Basic,2022-06-18,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",19.99
user_3394,gym_6,2023-05-22 10:08:00,2023-05-22 10:42:00,Weightlifting,1878,34.0,2023-05-22,2023-05,Monday,10,True,55.23529411764706,29,25-34,Non-binary,Austin,Pro,2023-05-18,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",49.99
user_3286,gym_6,2023-10-13 16:25:00,2023-10-13 17:36:00,Cardio,865,71.0,2023-10-13,2023-10,Friday,16,True,12.183098591549296,26,25-34,Male,Detroit,Pro,2021-08-13,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",49.99
user_3838,gym_6,2023-09-26 17:00:00,2023-09-26 19:46:00,CrossFit,393,166.0,2023-09-26,2023-09,Tuesday,17,True,2.3674698795180724,34,25-34,Male,Seattle,Basic,2023-04-17,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",19.99
user_2193,gym_3,2023-10-01 15:44:00,2023-10-01 17:35:00,CrossFit,681,111.0,2023-10-01,2023-10,Sunday,15,True,6.135135135135135,32,25-34,Female,Austin,Basic,2023-04-05,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",19.99
user_4655,gym_2,2023-09-27 11:05:00,2023-09-27 13:01:00,Yoga,177,116.0,2023-09-27,2023-09,Wednesday,11,True,1.5258620689655173,29,25-34,Female,Orlando,Student,2022-12-06,Los Angeles,Budget,"Climbing Wall, Yoga Classes, Sauna",9.99
user_4888,gym_6,2023-04-08 15:45:00,2023-04-08 16:31:00,Yoga,521,46.0,2023-04-08,2023-04,Saturday,15,True,11.326086956521738,47,45-54,Female,San Francisco,Student,2021-10-21,Philadelphia,Budget,"Swimming Pool, Climbing Wall, Sauna",9.99
user_360,gym_9,2023-08-01 14:03:00,2023-08-01 16:19:00,Weightlifting,902,136.0,2023-08-01,2023-08,Tuesday,14,True,6.632352941176471,63,55-64,Non-binary,Austin,Pro,2021-02-16,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",49.99
user_285,gym_3,2023-04-15 11:17:00,2023-04-15 12:05:00,Pilates,595,48.0,2023-04-15,2023-04,Saturday,11,True,12.395833333333334,57,55-64,Non-binary,Detroit,Basic,2021-09-12,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",19.99
user_3317,gym_5,2023-03-26 11:31:00,2023-03-26 12:20:00,Cardio,1543,49.0,2023-03-26,2023-03,Sunday,11,True,31.489795918367346,45,45-54,Female,Seattle,Pro,2021-06-29,Phoenix,Standard,"Basketball Court, CrossFit, Swimming Pool",49.99
user_3278,gym_9,2023-01-29 10:37:00,2023-01-29 11:47:00,Weightlifting,374,70.0,2023-01-29,2023-01,Sunday,10,True,5.3428571428571425,38,35-44,Female,Orlando,Basic,2022-03-15,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",19.99
user_2632,gym_9,2023-03-19 14:13:00,2023-03-19 16:49:00,Yoga,697,156.0,2023-03-19,2023-03,Sunday,14,True,4.467948717948718,60,55-64,Male,Miami,Student,2023-05-23,Dallas,Premium,"Sauna, CrossFit, Yoga Classes",9.99
user_1758,gym_7,2023-08-26 07:05:00,2023-08-26 07:58:00,Weightlifting,771,53.0,2023-08-26,2023-08,Saturday,7,True,14.547169811320755,28,25-34,Male,Atlanta,Pro,2021-10-20,San Antonio,Premium,"Sauna, Basketball Court, Swimming Pool",49.99
user_2775,gym_4,2023-08-11 17:43:00,2023-08-11 18:46:00,Pilates,818,63.0,2023-08-11,2023-08,Friday,17,True,12.984126984126984,57,55-64,Male,Atlanta,Pro,2023-04-22,Houston,Premium,"Climbing Wall, Basketball Court, Swimming Pool",49.99
user_1523,gym_3,2023-07-28 11:16:00,2023-07-28 13:25:00,Weightlifting,538,129.0,2023-07-28,2023-07,Friday,11,True,4.170542635658915,56,55-64,Male,Seattle,Basic,2021-10-11,Chicago,Budget,"Sauna, Climbing Wall, Swimming Pool",19.99
